"","geneid","wilcox","wilcox_BH","FC","log2FC"
"1","ENSG00000000003",0.671125458389813,1,1.52581789515175,0.609582788228372
"2","ENSG00000000419",0.79890666964327,1,1.20283835237106,0.266442773933617
"3","ENSG00000000457",0.444696231849709,0.990336329831089,0.911600909875284,-0.133525730319359
"4","ENSG00000000460",0.67058289447061,1,0.903994798815286,-0.145613622849754
"5","ENSG00000000938",0.79890666964327,1,0.926605504587156,-0.109972842025132
"6","ENSG00000000971",0.671125458389813,1,1.02741732942654,0.0390223129097161
"7","ENSG00000001036",0.269606104568209,0.975322513573003,1.68234575442883,0.750474237660811
"8","ENSG00000001084",0.55221422203415,0.990336329831089,2.16182639561149,1.11225067281975
"9","ENSG00000001167",0.202730170646522,0.969409484347219,0.783389332213356,-0.352198612332271
"10","ENSG00000001460",0.55221422203415,0.990336329831089,1.34074074074074,0.423030290032375
"11","ENSG00000001461",0.444696231849709,0.990336329831089,0.846236099230111,-0.240867864558955
"12","ENSG00000001497",0.350237584818994,0.975322513573003,1.34643500370802,0.429144588479504
"13","ENSG00000001561",1,1,1.07261171032357,0.101127909297873
"14","ENSG00000001617",0.932324373348333,1,1.00819860547085,0.0117798639414785
"15","ENSG00000001626",0.931847255208477,1,0.440497335701599,-1.18279480169335
"16","ENSG00000001629",0.671125458389813,1,1.09171297859928,0.126593608290759
"17","ENSG00000001630",0.202730170646522,0.969409484347219,1.49227990444561,0.577518164870375
"18","ENSG00000001631",0.148836546876709,0.96428928564165,0.701701888909669,-0.511069848883242
"19","ENSG00000002016",0.269606104568209,0.975322513573003,0.839029391660971,-0.253206744936432
"20","ENSG00000002079",0.671125458389813,1,0.739523418241578,-0.435332261496691
"21","ENSG00000002330",0.202730170646522,0.969409484347219,1.73709862385321,0.796679665450016
"22","ENSG00000002549",0.350237584818994,0.975322513573003,1.35608814175375,0.439450952470105
"23","ENSG00000002586",0.932324373348333,1,1.00647619047619,0.00931304380598037
"24","ENSG00000002587",0.269606104568209,0.975322513573003,1.92535545023697,0.945124814095994
"25","ENSG00000002726",0.55221422203415,0.990336329831089,2.25785123966942,1.17495043612813
"26","ENSG00000002745",0.148836546876709,0.96428928564165,2.41517857142857,1.27212986176921
